"time" "POP.S1" "POP.S2" "POP.S3" "POP.E1" "POP.E2" "POP.E3" "POP.A1" "POP.A2" "POP.A3" "POP.I1" "POP.I2" "POP.I3" "POP.H1" "POP.H2" "POP.H3" "POP.R1" "POP.R2" "POP.R3" "POP.D1" "POP.D2" "POP.D3" "POP.Sv1" "POP.Sv2" "POP.Sv3" "POP.Ev1" "POP.Ev2" "POP.Ev3" "POP.Av1" "POP.Av2" "POP.Av3" "POP.Iv1" "POP.Iv2" "POP.Iv3" "POP.Hv1" "POP.Hv2" "POP.Hv3" "POP.Rv1" "POP.Rv2" "POP.Rv3" "POP.Dv1" "POP.Dv2" "POP.Dv3" "POP.Sw1" "POP.Sw2" "POP.Sw3" "POP.Ew1" "POP.Ew2" "POP.Ew3" "POP.Aw1" "POP.Aw2" "POP.Aw3" "POP.Iw1" "POP.Iw2" "POP.Iw3" "POP.Hw1" "POP.Hw2" "POP.Hw3" "POP.Rw1" "POP.Rw2" "POP.Rw3" "POP.Dw1" "POP.Dw2" "POP.Dw3" "VAX"
"1" 0 8375588.98984994 19390389.8031044 5889017.29389153 138939.689572335 213210.830653627 37818.0125673964 181892.279260003 180937.564618909 20670.2366761431 89588.734560897 230284.173151339 46007.9461501251 249.306756825015 5319.36694017483 6688.08571898084 3379000 6830952.26153157 1272778.42499583 0 0 0 0 0 500 0 0 0 0 0 0 0 0 0 0 0 0 0 0 500 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1311586.93009301
"2" 1 8346232.45645445 19325765.5468871 5878034.59993316 143904.850686965 238824.314644731 39858.0826073902 178220.942880852 177946.446317504 20269.0741860687 87780.4644040015 226477.295313187 45115.0360915723 244.329386292009 5234.29179532574 6560.20449314035 3408874.62873189 6876760.2083771 1280078.0643666 1.32745554783865 85.8966650374637 332.556227603481 0 0 2743.59670566708 0 0 0.33487955553256 0 0 0.00735216886118243 0 0 0.0123691226569867 0 0 0.00228694758661722 0 0 988.428470253638 0 0 0.000030744237775039 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418153.45883963
"3" 2 8316559.3220352 19259585.4186798 5779704.9542224 148375.353943092 261812.614477582 41685.5096454541 175449.10765598 176985.092189336 19998.4846112925 86415.2321290648 225253.753695518 44512.7560702964 240.67468250184 5213.51305659725 6477.72582113488 3438216.6777585 6922072.65816814 1268181.65815529 2.63179566285083 170.949733018231 659.866495494098 0 0 92185.8655925322 0 0 25.5286137005529 0 0 0.512132393806245 0 0 0.86159995985006 0 0 0.159363372017009 0 0 20546.1158538702 0 0 0.00182280779090068 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418425.70679654
"4" 3 8286509.2676111 19191706.988893 5681201.59728246 152484.818497901 282721.933205026 43289.6908251892 173435.881808223 177674.600419919 19834.3078507588 85423.6432786772 226131.309625351 44147.3303774954 238.125306601872 5244.53386985518 6431.88993880345 3467163.34396666 6967358.53260094 1256033.23997934 3.91953083618907 256.101385893834 983.987926231546 0 0 181677.634853554 0 0 94.8480030642883 0 0 3.58411161758646 0 0 6.02982834743107 0 0 1.11328430197331 0 0 40274.7220568659 0 0 0.0236819686715688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418425.70679654
"5" 4 8256030.56816785 19122013.3783738 5582739.6960545 156337.830618566 301988.571763344 44714.8949786332 172068.10820188 179710.481340254 19756.242949081 84749.9637412245 228722.430796687 43973.5730156965 236.50753499457 5317.36320468942 6415.38400191674 3495830.82561149 7012999.66318907 1243716.77153094 5.19612399798199 342.111332169394 1306.57080842692 0 0 270991.261482572 0 0 203.810466368669 0 0 11.2291388232227 0 0 18.891649261499 0 0 3.48154012312481 0 0 60128.0816559428 0 0 0.110727712978029 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418425.70679654
"6" 5 8225078.64325233 19050408.7566107 5484314.48533653 160015.867099318 319960.451135801 45995.5371939072 171254.619758462 182847.857595961 19747.9054437951 84349.2903287946 232715.455122132 43955.0153426408 235.682156190987 5424.01201099159 6422.34174358734 3524318.43120515 7059307.87414167 1231260.00161892 6.46619975240452 429.593382715373 1628.93581872713 0 0 360121.896827672 0 0 348.863374531739 0 0 25.0243854371372 0 0 42.100460249478 0 0 7.74468737196599 0 0 80109.8176487882 0 0 0.330117837245906 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418425.70679654
"7" 6 8193614.93554076 18976814.842252 5385924.2255072 163581.982557294 336914.316156749 47158.2134796589 170921.672148264 186889.577208076 19796.0145251156 84185.3012073541 237859.461901188 44062.0968462251 235.537242063689 5558.08921062417 6448.04026186366 3552711.83759433 7106538.6685997 1218684.58223645 7.73370993854199 519.044671671368 1952.13880050928 0 0 449064.04910636 0 0 527.20318159377 0 0 46.2091361272729 0 0 77.7412058160629 0 0 14.275915779006 0 0 100224.443655945 0 0 0.766141350186588 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418425.70679654
"8" 7 8161606.03186029 18901168.1497023 5287569.72240058 167084.529895501 353069.521822049 48223.3272995215 171009.316372941 191676.675999318 19889.7497405812 84228.469258314 243952.13309004 44270.7332935519 235.982414595065 5714.47813726269 6488.66038177489 3581085.66813403 7154902.17229962 1206007.18578987 9.0020643371205 610.868949372445 2277.02191006013 0 0 537811.674007069 0 0 736.624485289776 0 0 75.7567410960368 0 0 127.451428334 0 0 23.3644096622767 0 0 120477.211732049 0 0 1.51638055472747 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418425.70679654
"9" 8 8129022.97549075 18823417.8262595 5189253.94623622 170560.119390384 368599.107100784 49206.3788507778 171468.511242636 197080.707302174 20020.2406094417 84454.6398657761 250829.991111858 44561.1807113381 236.944289086535 5889.07685627 6541.09682131721 3609505.5354874 7204571.89619989 1193240.3926541 10.2742339697488 705.395169518532 2604.25409166401 0 0 626358.248181359 0 0 975.398839627818 0 0 114.431745146538 0 0 192.51738069342 0 0 35.2338349863255 0 0 140873.991336617 0 0 2.68870670937336 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418425.70679654
"10" 9 8095840.73231018 18743523.9657635 5090981.7293021 174035.966227991 383638.670589301 50118.9849348682 172258.830191975 202997.58753243 20180.1627465897 84843.9014378386 258360.565950365 44917.1364359578 238.362861580035 6078.59028049067 6602.80823399432 3638029.65413803 7255691.7276211 1180393.39447005 11.5528324083421 802.892262851678 2934.36301021357 0 0 714696.829426923 0 0 1242.17723351535 0 0 162.835008932571 0 0 273.949937272601 0 0 50.0568868604569 0 0 161421.173428999 0 0 4.39894372043058 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1418425.70679654
